Locus_name)	Germplasm_name	phenotype	pubmed_id
AT1G66050	CS25001	No centromere repeat hypomethylation phenotype.	17242155
AT1G66340	CS237	In blue light, the mutant has a shorter hypocotyl than in wild type, but shows a clear sensitivity to cytokinins.	17217468
AT1G66340	CS237	In darkness, the mutant is resistant to cytokinins (only small decrease in hypocotyl length).	17217468
AT1G66340	CS237	The mutant was the most sensitive to high salt (NaCl) and osmotic (mannitol) stress in both germination rate and percentage of germinating seedlings turning green.
	17533512

AT1G66340	CS3070	The mutant exhibits a significant flg22-induced reduction in bacterial growth, indicating that the gene is most probably not required for flg22-induced bacterial resistance.	15085136
AT1G66340	etr1-2	Ethylene insensitive.  Lacks triple-response phenotype when grown in the presence of ethylene.	8211181
AT1G66340	etr1-3	Increased number of lateral roots. Reduced acropetal auxin transport.	18363780
AT1G66340	rte1-2 etr1-2	Weak ethylene-insensitivity of etr1-2 is suppressed by rte1-2.  Ethylene responses are similar to those of the wild type.	16682642
AT1G66600	abo3	When grown on MS medium with ABA, abo3 mutant was more sensitive to ABA than the wild type during seedling establishment. Mutant seedlings exhibited slower root growth on MS medium as compared to the wild type. Mutant is impaired in ABA induced stomatal closure and more sensitive ti drought stress than the wild type.	20487379
AT1G66730	atlig6-1	Delayed germination. Time to germination can be increased by 50%. Overall germination rate is not affected but the process is delayed. The effect is further enhanced under temperature or oxidative stress conditions.	20584150
AT1G66730	atlig6-1 atlig4-5	Delayed seed germination- even greater than in atlig6-1 alone.	20584150
AT1G66970	SALK_057865	same as smb-3 single mutant	18718934
AT1G67080	aba4-1	Neoxanthin was absent in the mutant genotype, while an increase in Violaxanthin content was recorded. aba4-1 leaf discs were clearly more sensitive to light stress than the wild type (90% of chlorophyll was bleached in aba4-1 versus 35% in the wild type) aba4-1 has a reduced steady state ABA content (45% of wild-type content)
	17351115

AT1G67080	aba4-1 npq1	aba4-1 npq1 underwent a significant reduction in leaf chlorophyll content and a strong accumulation of the antioxidant molecule tocopherol with respect to npq1 aba4-1 npq1 was photoinhibited further and had only recovered to similar levels as the other genotypes after 6 d decrease of the chlorophyll/carotenoid ratio and an increase in tocopherol content
	17351115

AT1G67140	SALK_015349 HOMOZYGOUS	Dwarfed. Small, asymmetric, lancet-shaped leaves (cotyledons unaffected). Early senescence of leaves, petals and sepals. Large stigma. Infertile. Over-accumulates starch and trehalose.	18452589
AT1G67140	SALK_046995 HOMOZYGOUS	Dwarfed. Small, asymmetric, lancet-shaped leaves (cotyledons unaffected). Early senescence of leaves, petals and sepals. Large stigma. Infertile. Over-accumulates starch and trehalose.	18452589
AT1G67140	SALK_070797 HOMOZYGOUS	Dwarfed. Small, asymmetric, lancet-shaped leaves (cotyledons unaffected). Early senescence of leaves, petals and sepals. Large stigma. Infertile. Over-accumulates starch and trehalose.	18452589
AT1G67140	sweetie	Dwarfed. Small, asymmetric, lancet-shaped leaves (cotyledons unaffected). Early senescence of leaves, petals and sepals. Large stigma. Infertile. Over-accumulates starch and trehalose.	18452589
AT1G67230	linc1-1	Nuclei are significantly smaller than wild-type nuclei.	17873096
AT1G67230	linc1-1 linc2-1	Epidermal cells are approximately one-fourth the size of wild-type epidermal cells.  Whole plant is dwarfed with respect to wild-type and single mutant siblings in segregating F2 family.  Spindle-shaped nuclei are almost entirely absent.  Number of chromocenters in double mutant nuclei is half that of wild type nuclei.  Nuclear DNA packaging density is increased with respect to wild type.	17873096
AT1G67230	linc1-1 linc2-1	Nuclei are significantly smaller than wild-type nuclei.	17873096
AT1G67370	asy1 atrad51	The  chromosome fragmentation phenotype of the asy1/  Atrad51 double mutant is indistinguishable from that of  the Atrad51 mutant.
	17785529

AT1G67370	asy1-2	Defective in meiotic double strand break formation.  Fewer chiasmata formed per cell compared to the wild type cells.	19763177
AT1G67370	asy1-2	Despite no apparent defect in DNA double-strand breaks formation in asy1, DNA cross-over  formation is severely compromised.
	17785529

AT1G67370	asy1-2	Mutant  lines showed identical asynaptic and chiasma frequency  phenotypes.
	17785529

AT1G67490	knf-101	Increased number of root hairs and increased stomatal density in siliques.	18503769
AT1G67500	rev1-1rev3-1	Showed high sensitivity to UV-B, gamma-rays, and DNA cross-linkers. Both REV1 and REV3 transcripts were suppressed rev1rev3 double mutants.	15908599
AT1G67500	rev3-1	The root growth of mutant plants was inhibited after UV-B irradiation under both light and dark conditions. Mutant seedlings also were sensitive to gamma-rays and mitomycin C, which are known to inhibit DNA replication. Incorporation of bromodeoxyuridine after UV-B irradiation was less in rev3-1 than in the wild type.	12953110
AT1G67550	ure-1	No visible phenotype.  Unable to sustain growth on urea as sole nitrogen source.  No urease activity detected.	16244137
AT1G67940	atstar1	atstar1 knock-out line exhibited increased sensitivity to Al. The roots of the knockout line were severely inhibited,in the presence of 2 mM Al whereas those of the wild type were hardly affected.	20498340
AT1G68460	atipt1 atipt 3	Decreased levels of isopentenyladenosine riboside (iPR) and isopentenyladenosine monophosphate (iPRMP) compared to wild type.	17062755
AT1G68460	atipt1 atipt 3	Increased levels of cis-zeatin riboside (cZR) and cis-zeatin riboside monophosphate (cZRMP) compared to wild type.	17062755
AT1G68460	atipt1 atipt 3	No visible phenotype.	17062755
AT1G68460	atipt1 atipt 3 atipt 5	Decreased levels of isopentenyladenosine riboside (iPR) and isopentenyladenosine monophosphate (iPRMP) compared to wild type.	17062755
AT1G68460	atipt1 atipt 3 atipt 5	Increased levels of cis-zeatin riboside (cZR) and cis-zeatin riboside monophosphate (cZRMP) compared to wild type.	17062755
AT1G68460	atipt1 atipt 3 atipt 5	No visible phenotype.	17062755
AT1G68460	atipt1 atipt 3 atipt 5 atipt6	No visible phenotype.	17062755
AT1G68460	atipt1 atipt 3 atipt 5 atipt7	Decreased levels of isopentenyladenosine riboside (iPR) and isopentenyladenosine monophosphate (iPRMP) compared to wild type.	17062755
AT1G68460	atipt1 atipt 3 atipt 5 atipt7	Decreases in free-base iP and tZ are moderate compared to those of the riboside and ribotide forms.	17062755
AT1G68460	atipt1 atipt 3 atipt 5 atipt7	External application of <i>trans</i>-zeatin partially rescues the growth of aerial parts of the mutant, and reduced its lateral root elongation.	17062755
AT1G68460	atipt1 atipt 3 atipt 5 atipt7	Fewer rosette leaves than wild type indicating a prolonged plastochron.	17062755
AT1G68460	atipt1 atipt 3 atipt 5 atipt7	Flowering time is delayed when grown on vermiculite but not on nutrient agar.	17062755
AT1G68460	atipt1 atipt 3 atipt 5 atipt7	Increased levels of cis-zeatin riboside (cZR) and cis-zeatin riboside monophosphate (cZRMP) compared to wild type.	17062755
AT1G68460	atipt1 atipt 3 atipt 5 atipt7	Indistinguishable from wild type in the early stages of development. Phenotypic differences become evident as the plant age.	17062755
AT1G68460	atipt1 atipt 3 atipt 5 atipt7	Levels of iPRMP, iPR, tZRMP, tZR. tZ-7-glucoside, tZ-9-glucoside and tZ-O-glucoside are all reduced to less than 20% of those of wild type.	17062755
AT1G68460	atipt1 atipt 3 atipt 5 atipt7	Rduced shoot apical meristem size and thin inflorescence stems.	17062755
AT1G68460	atipt1 atipt 3 atipt 5 atipt7	Reduced cambial activity and reduced secondary growth in both shoots and roots.	19074290
AT1G68460	atipt1 atipt 3 atipt 5 atipt7	Relative to wild type, both the number of lateral roots (longer than 1cm) and the total length of the lateral roots are increased.	17062755
AT1G68460	atipt1 atipt 3 atipt 5 atipt7	Short and thin aerial parts.	17062755
AT1G68460	atipt1 atipt 3 atipt 5 atipt7	Some seeds are aborted but surviving ones are larger than those of wild type.	17062755
AT1G68460	atipt1 atipt 3 atipt 5-1 atipt 6 atipt 7	Fewer rosette leaves than wild type indicating a prolonged plastochron.	17062755
AT1G68460	atipt1 atipt 3 atipt 5-1 atipt 6 atipt 7	Flowering time is delayed when grown on vermiculite but not on nutrient agar.	17062755
AT1G68460	atipt1 atipt 3 atipt 5-1 atipt 6 atipt 7	Indistinguishable from wild type in the early stages of development. Phenotypic differences become evident as the plant age.	17062755
AT1G68460	atipt1 atipt 3 atipt 5-1 atipt 6 atipt 7	Rduced shoot apical meristem size and thin inflorescence stems.	17062755
AT1G68460	atipt1 atipt 3 atipt 5-1 atipt 6 atipt 7	Short and thin aerial parts.	17062755
AT1G68460	atipt1 atipt 3 atipt 5-1 atipt 6 atipt 7	Some seeds are aborted but surviving ones are larger than those of wild type.	17062755
AT1G68460	atipt1 atipt 3 atipt 7	Decreased levels of isopentenyladenosine riboside (iPR) and isopentenyladenosine monophosphate (iPRMP) compared to wild type.	17062755
AT1G68460	atipt1 atipt 3 atipt 7	No visible phenotype.	17062755
AT1G68460	atipt1 atipt 3 atipt4 atipt5-1 atipt6 atipt7 atipt8	Thin, small plants.	17062755
AT1G68460	atipt1 atipt 4 atipt 6 atipt 8	No visible phenotype.	17062755
AT1G68460	atipt1 atipt 5	No visible phenotype.	17062755
AT1G68460	atipt1 atipt 5 atipt 6	No visible phenotype.	17062755
AT1G68460	atipt1 atipt 5 atipt 6 atipt 7	No visible phenotype.	17062755
AT1G68460	atipt1 atipt 5 atipt 7	No visible phenotype.	17062755
AT1G68460	atipt1 atipt 6 atipt 8	No visible phenotype.	17062755
AT1G68460	atipt1 atipt7	Increased levels of cis-zeatin riboside (cZR) and cis-zeatin riboside monophosphate (cZRMP) compared to wild type.	17062755
AT1G68460	atipt1 atipt7	No visible phenotype.	17062755
AT1G68460	atipt1-1	No visible phenotype.	17062755
AT1G68480	jag nub	Strong enhancement of defects in leaf, stamen and carpel development compared with jag single mutants.	16554365
AT1G68480	jag-1	Leaves have a serrated edge.  Sepals and petals are narrower and shorter than wt.  Mutant sepals develop jagged tissue at the tip.  Anthers are reduced with an altered shape and produce less pollen than wt.	14973282
AT1G68640	roxy1-2/pan	Double mutant displays pentamerous flowers typical of PAN mutants but also displays defects in later stages of petal development.	19218396
AT1G68725	atagp19	Both the size and number of the epidermal cells were found to be decreased in the mutant. However, stomata cells appeared normal in terms of morphology and fraction of total epidermal cells.	17217456
AT1G68725	atagp19	Leaves, stems and sepals were lighter green than WT plants throughout the life cycle. Pigment content analyses demonstrated that mutant rosette leaves contained less chlorophyll and anthocyanin compared to WT.
	17217456

AT1G68725	atagp19	Mutant had fewer rosette leaves compared to WT plants at the same age. Moreover, mutant rosette leaves were smaller and more round and had shorter petioles than WT.
	17217456

AT1G68725	atagp19	Mutant hypocotyls were 75% of the length of WT hypocotyls when grown under long-day conditions, which corresponded to a reduction in hypocotyl cell length but not cell number. However, hypocotyl length was not compromised when mutant seedlings were grown in the dark.	17217456
AT1G68725	atagp19	The mutant had shorter, more slender  inflorescence stems with fewer auxillary branches and side bolts. Mutant produced fewer flowers than WT and had fewer and shorter siliques, fewer seeds per silique and a higher percentage of sterile siliques, resulting in less seed production. More than half of the mutant flowers were fertile, and although they were smaller than WT flowers, they opened normally and had normal arrangements and numbers of floral organs. Some sterile flowers were open, while others remained closed. One reason for sterility was the failure of the stamens to elongate beyond the pistil at floral stage 14, whereas, in WT, the stamens were longer than the pistil and brushed against the stigma to allow pollination and fertilization.	17217456
AT1G68725	atagp19	Whereas, as plants matured, WT rosette leaves curled down, mutant leaves remained flat.	17217456
AT1G68740	pho1-4/pho1;h1-1	Strong reduction in growth and in the capacity to transfer phosphate (Pi) from the root to shoot compared with pho1.	17461783
AT1G68740	pho1;h1-1	T-DNA knock-out mutants of PHO1;H1 neither showed growth defects nor alteration in phosphate (Pi) transport dynamics, or Pi content, compared with wild type.	17461783
AT1G68740	pho1;h1-2	Vegetative growth of the mutant appears to be comparable with wild type for plants grown in soil, although the mutant has flowers with smaller petals and reduced fertility.  The abnormal flower phenotype has been reported to occur in a fraction of the transgenic plants derived from the Madison collection, and is thought to be linked to the presence of an AP1 sequence in the T-DNA.	17461783
AT1G68765	ida	Ethylene-sensitive mutant, floral organs remain attached to the plant body after the shedding of mature seeds, even though a floral abscission zone develops. No other developmental processes were affected. When grown on the medium containing ethylene (10 ppm), mutant seedlings response was limited to lack of abscission in senescenced floral organs. Except with regard to floral abscission, seedling response to ethylene was the same as in wild type.	12972671
AT1G68890	pha1	Defective in phylloquinone biosynthesis.	16617180
AT1G68890	pha1	Exhibits 5-15% of wild-type photosystem I (PSI) activity whereas that of photosystem II (PSII) is only reduced to about 75% of wild-type levels.	16617180
AT1G68890	pha1	High chlorophyll fluorescence (hcf) phenotype associated with photosynthetic lesion.	16617180
AT1G68890	pha1	Levels of chlorophyll are 41% of wild-type levels. When grown in the presence of the metabolic precursor 1,4-dihydroxy-2-naphtoate (NA), mutant plants exhibit wild-type levels of chlorophyll.	16617180
AT1G68890	pha1	Mutant plants fail to quench the fluorescence efficiently upon illumination, indicating that the limiting step of the linear electron transport lies behind PSII.	16617180
AT1G68890	pha1	Reduced PSI stability.	16617180
AT1G68890	pha2	Defective in phylloquinone biosynthesis.	16617180
AT1G68890	pha2	Exhibits 5-15% of wild-type photosystem I (PSI) activity whereas that of photosystem II (PSII) is only reduced to about 75% of wild-type levels.	16617180
AT1G68890	pha2	High chlorophyll fluorescence (hcf) phenotype associated with photosynthetic lesion.	16617180
AT1G68890	pha2	Levels of chlorophyll are 41% of wild-type levels. When grown in the presence of the metabolic precursor 1,4-dihydroxy-2-naphtoate (NA), mutant plants exhibit wild-type levels of chlorophyll.	16617180
AT1G68890	pha2	Mutant plants fail to quench the fluorescence efficiently upon illumination, indicating that the limiting step of the linear electron transport lies behind PSII.	16617180
AT1G68890	pha2	Pale green plants	8717135
AT1G68890	pha2	Reduced PSI stability.	16617180
AT1G68890	pha3	Defective in phylloquinone biosynthesis.	16617180
AT1G68890	pha3	Seedling lethal.	16617180
AT1G68890	pha4	Defective in phylloquinone biosynthesis.	16617180
AT1G68890	pha4	Seedling lethal.	16617180
AT1G69120	ap1 cal sep4	Flower meristems behave like inflorescence meristems and continuously elaborate new meristems, resulting in the 'cauliflower' phenotype. Eventually flowers resembling those of ap1 single mutants eventually appear and set seeds.	15530395
AT1G69120	ap1 cal sep4	Inflorescences take 7-10 days longer than ap1 cal mutant to begin producing flowers.	15530395
AT1G69120	ap1 cal-1	Flower meristems behave like inflorescence meristems and continuously elaborate new meristems, resulting in the 'cauliflower' phenotype. Eventually flowers resembling those of ap1 single mutants eventually appear and set seeds.	15530395
AT1G69120	ap1 sep1 sep2 sep4	Flower meristems behave like inflorescence meristems and continuously elaborate new meristems, resulting in the 'cauliflower' phenotype. Eventually flowers resembling those of ap1 single mutants eventually appear and set seeds.	15530395
AT1G69120	ap1 sep4	Meristem defect intermediate between that of ap1 and ap1 cal mutants. Inflorescences appear caulifower-like early after bolting but soon start producing ap1-like flowers on their periphery.	15530395
AT1G69120	ap1-12 agl24-2 svp-41	Unlike the agl24-2 svp-41 double mutant, where severe phenotypes similar to the lug mutant were only observed when plants were grown at 30°C, in the ap1-12 agl24-2 svp-41 triple mutant, severe lug-type phenotypes were observed under normal growing conditions (22°C).
	16679456

AT1G69120	ap1-15	Development of flowers in the axils of first-whorl organs.	15530395
AT1G69180	crc-1 gym-5	Development of ectopic ovules with random distribution: 1 to 10 per gynoecium.	10535738
AT1G69180	crc-1 gym-5	Grow more slowly than wild type, flower 10-14 days later, have reduced organ sizes, exhibit slight epinasty of their leaves and flowers, and display reduced apical dominance.	10535738
AT1G69180	crc-1 gym-5	In double mutant carpels, two rows of primordia arise, extending along the length of the ovary, most of which subsequently develop into ovules (mostly morphologically abnormal).	10535738
AT1G69180	crc-1 kan1-2	Ectopic adaxial tissues are restricted to the medial domain of the carpels, normally occupied by the abaxial replum.  Formation of external ovule-bearing placentae.	11525739
AT1G69180	crc-1 rbl-1	Short siliques.  Indeterminate floral mersitem - carpels enclose extra floral organs.
	18441215

AT1G69190	SALK_093782	no visible phenotype. Mutant seeds displayed reduced germination rates. A modest but significant decrease of 5-CH3-PteGlu(n) and 5-CHO-PteGlu(n) (by 11 and 33%, respectively) was observed in dry seeds of the mutant as compared with the wild-type, resulting in a decrease in total folate content by 11%
	17289662

AT1G69390	arc12	Fewer  but enlarged plastids. Contain short FtsZ filaments within a single oversized plastid.	17451550
AT1G69440	ago7-1	Downward-curled leaf margins.	16682354
AT1G69490	SALK_005010	Significantly delayed leaf senescence.	16640597
AT1G69560	SALK_064076	defects in organ separation as a result of abnormal cell division and expansion during early boundary formation	19542355
AT1G69640	sbh1-1 sbh2-1	Dwarf plants with reduced vigor, dies before expansion of the true leaves, necrotic lesions on cotyledons. When grew on agar plates, the double mutants displayed extended viability and developed into compact and epinastic rosette with small curled leaves and short petioles, however no bolting. Short roots on agar plate.	18612100
AT1G69670	csn5a-2 cul3b-1	Mutants are virtually indistinguishable  from wild-type siblings in the dark and in all light conditions, both at seedling and mature stages.	17307927
AT1G69670	csn5a-2 cul3b-1	Significant increase (five- to sixfold) in the total amount of CSN5 with respect to the CSN5 level observed in the csn5a-2 single mutant.	17307927
AT1G69670	csn5b-1 cul3b-1	Mutants are virtually indistinguishable  from wild-type siblings in the dark and in all light conditions, both at seedling and mature stages.	17307927
AT1G69670	cul3a-1 cul3b-1	Arrest of embryogenesis occurred predominantly at heart stage. The following abnormalities were observed: premature or abnormal division of hypophyseal cell, underdeveloped short suspensor, abnormalities in procambial cell divisions, abnormalities in protoderm formation, underdeveloped endosperm with delayed cellularization.	16045478
AT1G69670	cul3a-1 cul3b-1	Segregates about 17% embryo lethal. Embryos about around the transition stage.	15772280
AT1G69670	cul3b-1	No visible phenotype.	17307927
AT1G69720	ho2 ho3	No visible phenotype when grown in the dark.	16428602
AT1G69720	ho2 ho3 ho4	No visible phenotype when grown in the dark.	16428602
AT1G69720	ho3-1	No visible phenotype.	16428602
AT1G69720	hy1 ho3	No visible phenotype when grown in the dark.	16428602
AT1G69720	hy1 ho3 ho4	No visible phenotype when grown in the dark.	16428602
AT1G69770	CS6365	Wild type morphology; exhibits decreased CpXpG methylation of the Superman (SUP) gene and of other sequences throughout the genome; also show reactivated expression of endogenous retrotransposon sequences; encodes a cytosine methyltransferase homolog.	11349138
AT1G69770	cmt3-1	Phenotype not described.	10748531
AT1G69770	cmt3-10	Derepression of SUP gene silencing (induced by clk-st), leading to plants with a wildtype  floral phenotype.	11349138
AT1G69770	cmt3-11	Derepression of SUP gene silencing (induced by clk-st), leading to plants with a wildtype  floral phenotype.	11349138
AT1G69770	cmt3-2	Phenotype not described.	10748531
AT1G69770	cmt3-3	Partial derepression of SUP gene silencing (induced by clk-st), leading to plants with a wildtype  floral phenotype.	11349138
AT1G69770	cmt3-4	Derepression of SUP gene silencing (induced by clk-st), leading to plants with a wildtype  floral phenotype.	11349138
AT1G69770	cmt3-4	Methylation pattern similar to that observed with the cmt3-7 mutant.	11349138
AT1G69770	cmt3-5	Derepression of SUP gene silencing (induced by clk-st), leading to plants with a wildtype  floral phenotype.	11349138
AT1G69770	cmt3-5	Methylation pattern similar to that observed with the cmt3-7 mutant.	11349138
AT1G69770	cmt3-6	Derepression of SUP gene silencing (induced by clk-st), leading to plants with a wildtype  floral phenotype.	11349138
AT1G69770	cmt3-6	Methylation pattern similar to that observed with the cmt3-7 mutant.	11349138
AT1G69770	cmt3-7	Derepression of SUP gene silencing (induced by clk-st), leading to plants with a wildtype  floral phenotype.	11349138
AT1G69770	cmt3-8	Derepression of SUP gene silencing (induced by clk-st), leading to plants with a wildtype  floral phenotype.	11349138
AT1G69770	cmt3-9	Derepression of SUP gene silencing (induced by clk-st), leading to plants with a wildtype  floral phenotype.	11349138
AT1G69830	amy3-3	Plants cold-shocked for 6h have an increased starch content compared to wildtype.	16297066
AT1G69870	SALK_053264	mutant plants accumulate a higher amount of nitrate in older leaves; defective in remobilizing nitrate from older leaves to younger leaves.	19734434
AT1G69935	shw1-1	Dark grown seedlings have shorter hypocotyls and reduced apical hook curvature. In white light, mutants have shorter hypocotyls indicating an enhanced inhibition of hypocotyl elongation. Late flowering in long days. Reduced chlorophyll accumulation.	18375596
AT1G69940	atppme1	20% decrease in pectin methylesterase activity compared to wild-type.	16564517
AT1G69940	atppme1	Curved, irregular morphology of pollen tubes, which are drastically stunted. This phenotype is visible early in the germination process (6h after germination). The pollen tube remains dramatically shorter as growth procedes (tested at 24h after germination).	16564517
AT1G69940	atppme1	No obvious differences in the morphology of the ungerminated pollen grains.	16564517
AT1G69940	atppme1	Seed production and fertility are similar to those of wild-type.	16564517
AT1G69940	atppme1	The average rate of pollen tube elongation is significantly lower than that of wild-type.	16564517
AT1G70070	CS16227	Embryo-defective phenotypes and lack of plasmodesmata aperture/size-exclusion limit downregulation after the torpedo stage.	17601829
AT1G70070	CS6315	Embryo-defective phenotypes and lack of plasmodesmata aperture/size-exclusion limit downregulation after the torpedo stage.	17601829
AT1G70070	CS6315	Similar frequency of branched plasmodesmata as in ise2-1.	17601829
AT1G70070	ise2-1	Embryo-defective phenotypes and lack of plasmodesmata aperture/size-exclusion limit downregulation after the torpedo stage.	17601829
AT1G70070	ise2-1	Homozygous embryos have proportionally thicker hypocotyls and smaller cotyledons. However, the general organization of the tissues in the embryonic axis, such as procambial strands, ground tissue, and protodermis, was indistinguishable from that of wild-type embryos described in the literature.
	17601829

AT1G70070	ise2-1	Homozygous embryos produce very low levels of chlorophyll.	17601829
AT1G70070	ise2-1	Homozygous embryos were reduced in size compared with wild-type embryos, and their cotyledons were smaller, with irregular borders, pointed tips, and uneven sizes.
	17601829

AT1G70070	ise2-1	Homozygous mutant embryos develop more slowly compared with wild-type embryos during the later stages of development. Abnormal morphology starts to be evident only after the heart stage.
	17601829

AT1G70070	ise2-1	Homozygous mutant seeds can germinate in vitro on agar plates containing Murashige and Skoog (MS) salt plus 1% sucrose, although the  growth/developmental rate of the homozygous seedlings was slower compared with that of wild-type seedlings. Whereas wild-type seedlings displayed fully expanded green cotyledons, true leaves and a well-developed root system by 14 d after germination, homozygous seedlings were much smaller and white or pale green in color. Underdeveloped cotyledons emerged from the homozygous seeds but expanded very slowly and sometimes showed bumpy irregular surfaces and occasional anthocyanin expression. Partial greening was observed in ise2 seedlings only after culture for several weeks. Most of the homozygous seedlings developed leaf-like structures that were translucent and contained trichomes. The aerial portions of the homozygous seedlings generally were stunted and thicker and frequently exhibited callus-like structures after extended periods of culture. Mutant seedlings often form stunted inflorescence shoot- and flower-like organs but normal-looking roots and root hairs. Frequently, multiple short shoots originate from the apical dome of a single original seedling, forming a broccoli-like structure. Homozygous seedlings grown in culture with 1% sucrose are sterile and perish immediately after germinating in soil or on MS medium without sucrose.	17601829
AT1G70070	ise2-1	In all homozygous embryos from late-heart to late-torpedo stages, 15% of their plasmodesmata (PD) exhibited branched morphology, in contrast with the single simple PD observed in wild-type embryos. Branched PD were randomly distributed throughout the whole body of embryos, and no variation in their frequency was observed among late-heart, early-torpedo, and late-torpedo stages.
	17601829

AT1G70070	ise2-1	Mutation is lethal in the homozygous state.	17601829
AT1G70070	ise2-1	Radicle and the shoot apical meristem (SAM) appeared normal in the homozygous seedlings but were often larger.	17601829
AT1G70070	ise2-1	Wild-type and ISE2/ise2 heterozygous embryos remain green as their organs, such as hypocotyls and cotyledons, develop. The corresponding ise2 embryos (from the same silique) were white by light microscopy and never turned green even at later stages.	17601829
AT1G70210	cycd1;1	During germination, the onset of cell proliferation in root tips is significantly delayed and the overall numbers of dividing cells are reduced.  The delay in cell cycle activation is linked to delayed radicle emergence.	16227434
AT1G70510	bp-1 knat2	Fruits produced by bp-1, knat2 and bp-1 knat2  plants showed a wild-type aspect, both in replum and valves.	17592013
AT1G70510	knat2	Fruits produced by bp-1, knat2 and bp-1 knat2  plants showed a wild-type aspect, both in replum and valves.	17592013
AT1G70510	knat2	No visible phenotype.	11934861
AT1G70510	knat2-5 pny	pny phenotype	18390591
AT1G70510	knat2-5; bp-9	Similar to bp single mutants.	18390591
AT1G70510	knat2-5; bp-9; pny-40126	Similar to bp;pny double mutant.	18390591
AT1G70510	knat6-1; knat2-5; bp-9	Fully rescues downward orientation of siliques characteristic of bp single mutants. Shorter than WT. Rescuse partial loss of apical dominance characteristic of single bp mutants. Partial rescue of primary inflorescence internode length characteristic of bp single mutants.	18390591
AT1G70510	knat6-1; knat2-5; bp-9; pny-41026	Similar to knat6;bp;pny except htat shows greater suppression on bp pny silique orientation defects.	18390591
AT1G70510	knat6-1; knat2-5; pny-40126	WT	18390591
AT1G70560	sav3-1	These mutants have shorter hypocotyls than wild-type plants when grown in low R:FR ratio light. sav3-1 mutants are shorter and have reduced leaf hyponasty compared to wild type plants when both are subjected to supplementary far red light. Shade-induced expression of IAA19 and IAA29 is reduced in this mutant compared to wild-type plants.	18394996
AT1G70560	sav3-2	These mutants have shorter hypocotyls, shorter petioles, and more leaf area than wild-type plants when grown in low R:FR ratio light. They mutants have 60% of the free auxin normally found in wild-type mutants with a marked reduction in IAA synthesis rate under shade conditions. Microarray experiments indicate that following shade treatment, the sav3-2 mutant has 66 genes that are expressed at a lower level than in WT plants. Shade-induced expression of IAA19 and IAA29 is reduced in this mutant compared to wild-type plants, but the wild-type expression level can be restored with 1 uM IAA.	18394996
AT1G70560	sav3-3	These mutants have shorter hypocotyls than wild-type plants when grown in low R:FR ratio light. Shade-induced expression of IAA19 and IAA29 is reduced in this mutant compared to wild-type plants.	18394996
AT1G70560	wei8-1	The hypocotyl of this mutant responds normally to ACC when grown in the dark, but, its roots are moderately less sensitive to ACC than wild type seedlings grown under the same conditions. This difference in sensitivity can be eliminated when the mutants are treated with ACC and low levels of IAA. wei8-1 and wild type hypocotyls and roots respond similarly to IAA in the absence of ACC. The roots of wei8-1 mutant seedlings do not display proper gravitropism. High-temperature mediated hypocotyl elongation is reduced by ~25% in these mutants compared to wild-type seedlings.	18394997
AT1G70560	wei8-1 tar1-1 tar2-1	These triple mutants do not make a primary root, they have an extremely reduced hypocotyl, and they lack discernible vasculature in their cotyledons. These mutants have a higher propensity to develop a single cotyledon than wild-type embryos.	18394997
AT1G70560	wei8-1 tar2-1	The roots of this mutant show almost no sensitivity to the ethylene precursor ACC, but sensitivity is largely restored by the addition of low levels of IAA (but not tryptophan). ACC-triggered dark-grown apical hook formation is also compromised in this mutant, and it is not restored by the addition of IAA. Root gravitropism is more disrupted in this double mutant than in either single mutant. The mutant plants are shorter than wild type, have reduced venation in their leaves, exhibit reduced apical dominance, and produce abnormal flowers. DR5:GUS expression is also diminished in these double mutants, consistent with a ~50% reduction in IAA levels in these mutants. Root meristematic cells differentiate in this mutant, leading to a loss of the stem cell niche and the cessation of root growth.	18394997
AT1G70560	wei8-1 tar2-2	ACC-triggered dark-grown apical hook formation is compromised in this mutant. Root meristematic cells differentiate in this mutant, leading to a loss of the stem cell niche and the cessation of root growth. This mutant also lacks valves in the gynoecia.	18394997
AT1G70560	wei8-2	The hypocotyl of this mutant responds normally to ACC when grown in the dark, but, its roots are moderately less sensitive to ACC than wild type seedlings grown under the same conditions. This difference in sensitivity can be eliminated when the mutants are treated with ACC and low levels of IAA. wei8-2 and wild type hypocotyls and roots respond similarly to IAA in the absence of ACC.	18394997
AT1G71100	rsw10	After 4 days at 31°C, root hairs emerge in the region that would formerly have been the meristem.	17059404
AT1G71100	rsw10	Bulging of epidermal cells is observed in roots but not in the hypocotyl.	17059404
AT1G71100	rsw10	Flowers, leaves and trichomes are normal.	17059404
AT1G71100	rsw10	Hypocotyl phenotype is modest in mature, aerial parts of the plant.	17059404
AT1G71100	rsw10	In mutant seedlings, hypocotyl swelling is constitutively observed both at 21°C and 31°C (although slightly more important in the latter case).	17059404
AT1G71100	rsw10	Phenotype pronounced in seedlings, in particular after the transfer of plants initially grown at 21°C to the elevated temperature of 31°C, but is not obvious in mature plants.	17059404
AT1G71100	rsw10	Reduction in cellulosic glucose. The non-cellulosic matrix polysaccharides showed a reduction in fucose, increase in arabinose and to a lesser extent xylose. No significant changes in the levels of rhamnose, mannose and galactose are observed.	17059404
